timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/08/03 10:29:18.064, [N/A], [N/A], 203 MiB, 81920 MiB, 110.76 W
2026/08/03 10:29:18.068, 0 %, 0 %, 4 MiB, 81920 MiB, 59.06 W
2026/08/03 10:29:48.069, [N/A], [N/A], 237 MiB, 81920 MiB, 107.17 W
2026/08/03 10:29:48.102, [N/A], [N/A], 237 MiB, 81920 MiB, 109.09 W
2026/08/03 10:29:48.120, [N/A], [N/A], 203 MiB, 81920 MiB, 110.83 W
2026/08/03 10:29:48.122, [N/A], [N/A], 203 MiB, 81920 MiB, 99.92 W
2026/08/03 10:29:48.129, [N/A], [N/A], 203 MiB, 81920 MiB, 107.69 W
2026/08/03 10:29:48.131, 0 %, 0 %, 4 MiB, 81920 MiB, 58.47 W
2026/08/03 10:30:18.132, [N/A], [N/A], 237 MiB, 81920 MiB, 105.26 W
2026/08/03 10:30:18.166, [N/A], [N/A], 237 MiB, 81920 MiB, 107.26 W
2026/08/03 10:30:18.184, [N/A], [N/A], 203 MiB, 81920 MiB, 108.56 W
2026/08/03 10:30:18.186, [N/A], [N/A], 203 MiB, 81920 MiB, 98.66 W
2026/08/03 10:30:18.188, [N/A], [N/A], 203 MiB, 81920 MiB, 105.89 W
2026/08/03 10:30:18.190, 0 %, 0 %, 4 MiB, 81920 MiB, 57.81 W
2026/08/03 10:30:48.191, [N/A], [N/A], 237 MiB, 81920 MiB, 105.06 W
2026/08/03 10:30:48.225, [N/A], [N/A], 237 MiB, 81920 MiB, 107.38 W
2026/08/03 10:30:48.244, [N/A], [N/A], 203 MiB, 81920 MiB, 108.21 W
2026/08/03 10:30:48.246, [N/A], [N/A], 203 MiB, 81920 MiB, 98.89 W
2026/08/03 10:30:48.248, [N/A], [N/A], 203 MiB, 81920 MiB, 105.47 W
2026/08/03 10:30:48.250, 95 %, 86 %, 15821 MiB, 81920 MiB, 300.52 W
2026/08/03 10:31:18.251, [N/A], [N/A], 237 MiB, 81920 MiB, 104.11 W
2026/08/03 10:31:18.286, [N/A], [N/A], 237 MiB, 81920 MiB, 104.82 W
2026/08/03 10:31:18.301, [N/A], [N/A], 203 MiB, 81920 MiB, 106.55 W
2026/08/03 10:31:18.303, [N/A], [N/A], 203 MiB, 81920 MiB, 97.80 W
2026/08/03 10:31:18.305, [N/A], [N/A], 203 MiB, 81920 MiB, 103.96 W
2026/08/03 10:31:18.307, 100 %, 93 %, 15821 MiB, 81920 MiB, 303.41 W
2026/08/03 10:31:48.308, [N/A], [N/A], 237 MiB, 81920 MiB, 100.17 W
2026/08/03 10:31:48.310, [N/A], [N/A], 237 MiB, 81920 MiB, 102.20 W
2026/08/03 10:31:48.344, [N/A], [N/A], 203 MiB, 81920 MiB, 101.98 W
2026/08/03 10:31:48.362, [N/A], [N/A], 203 MiB, 81920 MiB, 95.83 W
2026/08/03 10:31:48.364, [N/A], [N/A], 203 MiB, 81920 MiB, 100.28 W
2026/08/03 10:31:48.366, 91 %, 74 %, 15821 MiB, 81920 MiB, 307.54 W
2026/08/03 10:32:18.367, [N/A], [N/A], 237 MiB, 81920 MiB, 97.71 W
2026/08/03 10:32:18.401, [N/A], [N/A], 237 MiB, 81920 MiB, 99.74 W
2026/08/03 10:32:18.410, [N/A], [N/A], 203 MiB, 81920 MiB, 97.54 W
2026/08/03 10:32:18.412, [N/A], [N/A], 203 MiB, 81920 MiB, 94.06 W
2026/08/03 10:32:18.414, [N/A], [N/A], 203 MiB, 81920 MiB, 98.03 W
2026/08/03 10:32:18.416, 94 %, 78 %, 15821 MiB, 81920 MiB, 294.09 W
2026/08/03 10:32:48.417, [N/A], [N/A], 237 MiB, 81920 MiB, 95.88 W
2026/08/03 10:32:48.451, [N/A], [N/A], 237 MiB, 81920 MiB, 96.50 W
2026/08/03 10:32:48.469, [N/A], [N/A], 203 MiB, 81920 MiB, 94.82 W
2026/08/03 10:32:48.471, [N/A], [N/A], 203 MiB, 81920 MiB, 91.71 W
2026/08/03 10:32:48.473, [N/A], [N/A], 203 MiB, 81920 MiB, 95.50 W
2026/08/03 10:32:48.475, 92 %, 78 %, 15821 MiB, 81920 MiB, 298.68 W
2026/08/03 10:33:18.476, [N/A], [N/A], 237 MiB, 81920 MiB, 94.60 W
2026/08/03 10:33:18.510, [N/A], [N/A], 237 MiB, 81920 MiB, 95.34 W
2026/08/03 10:33:18.513, [N/A], [N/A], 203 MiB, 81920 MiB, 93.33 W
2026/08/03 10:33:18.515, [N/A], [N/A], 203 MiB, 81920 MiB, 91.03 W
2026/08/03 10:33:18.517, [N/A], [N/A], 203 MiB, 81920 MiB, 95.01 W
2026/08/03 10:33:18.519, 95 %, 85 %, 15821 MiB, 81920 MiB, 299.17 W
2026/08/03 10:33:48.520, [N/A], [N/A], 237 MiB, 81920 MiB, 93.91 W
2026/08/03 10:33:48.556, [N/A], [N/A], 237 MiB, 81920 MiB, 94.85 W
2026/08/03 10:33:48.574, [N/A], [N/A], 203 MiB, 81920 MiB, 92.45 W
2026/08/03 10:33:48.576, [N/A], [N/A], 203 MiB, 81920 MiB, 90.42 W
2026/08/03 10:33:48.585, [N/A], [N/A], 203 MiB, 81920 MiB, 93.37 W
2026/08/03 10:33:48.587, 95 %, 85 %, 15821 MiB, 81920 MiB, 133.02 W
2026/08/03 10:34:18.588, [N/A], [N/A], 237 MiB, 81920 MiB, 93.62 W
2026/08/03 10:34:18.590, [N/A], [N/A], 237 MiB, 81920 MiB, 94.56 W
2026/08/03 10:34:18.592, [N/A], [N/A], 203 MiB, 81920 MiB, 91.85 W
2026/08/03 10:34:18.594, [N/A], [N/A], 203 MiB, 81920 MiB, 90.04 W
2026/08/03 10:34:18.596, [N/A], [N/A], 203 MiB, 81920 MiB, 92.98 W
2026/08/03 10:34:18.599, 88 %, 68 %, 15821 MiB, 81920 MiB, 305.27 W
2026/08/03 10:34:48.599, [N/A], [N/A], 237 MiB, 81920 MiB, 96.58 W
2026/08/03 10:34:48.604, [N/A], [N/A], 237 MiB, 81920 MiB, 93.96 W
2026/08/03 10:34:48.606, [N/A], [N/A], 203 MiB, 81920 MiB, 91.45 W
2026/08/03 10:34:48.608, [N/A], [N/A], 203 MiB, 81920 MiB, 92.89 W
2026/08/03 10:34:48.610, [N/A], [N/A], 203 MiB, 81920 MiB, 92.36 W
2026/08/03 10:34:48.613, 95 %, 85 %, 15821 MiB, 81920 MiB, 305.76 W
2026/08/03 10:35:18.613, [N/A], [N/A], 237 MiB, 81920 MiB, 96.48 W
2026/08/03 10:35:18.619, [N/A], [N/A], 237 MiB, 81920 MiB, 93.80 W
2026/08/03 10:35:18.621, [N/A], [N/A], 203 MiB, 81920 MiB, 91.16 W
2026/08/03 10:35:18.623, [N/A], [N/A], 203 MiB, 81920 MiB, 92.90 W
2026/08/03 10:35:18.625, [N/A], [N/A], 203 MiB, 81920 MiB, 92.16 W
2026/08/03 10:35:18.627, 92 %, 78 %, 15821 MiB, 81920 MiB, 297.90 W
2026/08/03 10:35:48.628, [N/A], [N/A], 237 MiB, 81920 MiB, 96.25 W
2026/08/03 10:35:48.662, [N/A], [N/A], 237 MiB, 81920 MiB, 93.99 W
2026/08/03 10:35:48.665, [N/A], [N/A], 203 MiB, 81920 MiB, 91.06 W
2026/08/03 10:35:48.667, [N/A], [N/A], 203 MiB, 81920 MiB, 92.89 W
2026/08/03 10:35:48.669, [N/A], [N/A], 203 MiB, 81920 MiB, 92.16 W
2026/08/03 10:35:48.671, 95 %, 85 %, 15821 MiB, 81920 MiB, 300.66 W
2026/08/03 10:36:18.672, [N/A], [N/A], 237 MiB, 81920 MiB, 95.39 W
2026/08/03 10:36:18.706, [N/A], [N/A], 237 MiB, 81920 MiB, 93.77 W
2026/08/03 10:36:18.740, [N/A], [N/A], 203 MiB, 81920 MiB, 90.77 W
2026/08/03 10:36:18.745, [N/A], [N/A], 203 MiB, 81920 MiB, 92.70 W
2026/08/03 10:36:18.748, [N/A], [N/A], 203 MiB, 81920 MiB, 92.19 W
2026/08/03 10:36:18.750, 95 %, 85 %, 15821 MiB, 81920 MiB, 295.77 W
2026/08/03 10:36:48.751, [N/A], [N/A], 237 MiB, 81920 MiB, 96.27 W
2026/08/03 10:36:48.785, [N/A], [N/A], 237 MiB, 81920 MiB, 93.60 W
2026/08/03 10:36:48.818, [N/A], [N/A], 203 MiB, 81920 MiB, 90.87 W
2026/08/03 10:36:48.821, [N/A], [N/A], 203 MiB, 81920 MiB, 92.79 W
2026/08/03 10:36:48.823, [N/A], [N/A], 203 MiB, 81920 MiB, 92.56 W
2026/08/03 10:36:48.827, 100 %, 93 %, 15821 MiB, 81920 MiB, 288.72 W
2026/08/03 10:37:18.828, [N/A], [N/A], 237 MiB, 81920 MiB, 96.25 W
2026/08/03 10:37:18.863, [N/A], [N/A], 237 MiB, 81920 MiB, 93.67 W
2026/08/03 10:37:18.879, [N/A], [N/A], 203 MiB, 81920 MiB, 90.67 W
2026/08/03 10:37:18.882, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 10:37:18.887, [N/A], [N/A], 203 MiB, 81920 MiB, 92.29 W
2026/08/03 10:37:18.890, 95 %, 85 %, 15821 MiB, 81920 MiB, 303.49 W
2026/08/03 10:37:48.891, [N/A], [N/A], 237 MiB, 81920 MiB, 96.15 W
2026/08/03 10:37:48.894, [N/A], [N/A], 237 MiB, 81920 MiB, 93.28 W
2026/08/03 10:37:48.896, [N/A], [N/A], 203 MiB, 81920 MiB, 90.67 W
2026/08/03 10:37:48.898, [N/A], [N/A], 203 MiB, 81920 MiB, 92.70 W
2026/08/03 10:37:48.900, [N/A], [N/A], 203 MiB, 81920 MiB, 91.87 W
2026/08/03 10:37:48.902, 85 %, 66 %, 15821 MiB, 81920 MiB, 290.90 W
2026/08/03 10:38:18.903, [N/A], [N/A], 237 MiB, 81920 MiB, 96.07 W
2026/08/03 10:38:18.940, [N/A], [N/A], 237 MiB, 81920 MiB, 93.48 W
2026/08/03 10:38:18.954, [N/A], [N/A], 203 MiB, 81920 MiB, 90.56 W
2026/08/03 10:38:18.956, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 10:38:18.959, [N/A], [N/A], 203 MiB, 81920 MiB, 92.04 W
2026/08/03 10:38:18.961, 92 %, 78 %, 15821 MiB, 81920 MiB, 302.76 W
2026/08/03 10:38:48.962, [N/A], [N/A], 237 MiB, 81920 MiB, 96.20 W
2026/08/03 10:38:48.996, [N/A], [N/A], 237 MiB, 81920 MiB, 93.57 W
2026/08/03 10:38:49.033, [N/A], [N/A], 203 MiB, 81920 MiB, 90.58 W
2026/08/03 10:38:49.037, [N/A], [N/A], 203 MiB, 81920 MiB, 92.70 W
2026/08/03 10:38:49.040, [N/A], [N/A], 203 MiB, 81920 MiB, 92.49 W
2026/08/03 10:38:49.043, 95 %, 85 %, 15821 MiB, 81920 MiB, 295.89 W
2026/08/03 10:39:19.044, [N/A], [N/A], 237 MiB, 81920 MiB, 96.27 W
2026/08/03 10:39:19.079, [N/A], [N/A], 237 MiB, 81920 MiB, 93.67 W
2026/08/03 10:39:19.102, [N/A], [N/A], 203 MiB, 81920 MiB, 90.67 W
2026/08/03 10:39:19.104, [N/A], [N/A], 203 MiB, 81920 MiB, 92.70 W
2026/08/03 10:39:19.108, [N/A], [N/A], 203 MiB, 81920 MiB, 91.87 W
2026/08/03 10:39:19.110, 100 %, 93 %, 15821 MiB, 81920 MiB, 302.67 W
2026/08/03 10:39:49.111, [N/A], [N/A], 237 MiB, 81920 MiB, 96.28 W
2026/08/03 10:39:49.145, [N/A], [N/A], 237 MiB, 81920 MiB, 93.79 W
2026/08/03 10:39:49.162, [N/A], [N/A], 203 MiB, 81920 MiB, 90.58 W
2026/08/03 10:39:49.164, [N/A], [N/A], 203 MiB, 81920 MiB, 92.79 W
2026/08/03 10:39:49.166, [N/A], [N/A], 203 MiB, 81920 MiB, 92.46 W
2026/08/03 10:39:49.168, 92 %, 78 %, 15821 MiB, 81920 MiB, 208.81 W
2026/08/03 10:40:19.170, [N/A], [N/A], 237 MiB, 81920 MiB, 96.14 W
2026/08/03 10:40:19.203, [N/A], [N/A], 237 MiB, 81920 MiB, 93.48 W
2026/08/03 10:40:19.228, [N/A], [N/A], 203 MiB, 81920 MiB, 90.37 W
2026/08/03 10:40:19.230, [N/A], [N/A], 203 MiB, 81920 MiB, 92.50 W
2026/08/03 10:40:19.232, [N/A], [N/A], 203 MiB, 81920 MiB, 92.43 W
2026/08/03 10:40:19.234, 87 %, 66 %, 15821 MiB, 81920 MiB, 288.69 W
2026/08/03 10:40:49.235, [N/A], [N/A], 237 MiB, 81920 MiB, 95.98 W
2026/08/03 10:40:49.271, [N/A], [N/A], 237 MiB, 81920 MiB, 93.86 W
2026/08/03 10:40:49.287, [N/A], [N/A], 203 MiB, 81920 MiB, 90.48 W
2026/08/03 10:40:49.289, [N/A], [N/A], 203 MiB, 81920 MiB, 92.57 W
2026/08/03 10:40:49.293, [N/A], [N/A], 203 MiB, 81920 MiB, 92.28 W
2026/08/03 10:40:49.295, 92 %, 78 %, 15821 MiB, 81920 MiB, 283.70 W
2026/08/03 10:41:19.295, [N/A], [N/A], 237 MiB, 81920 MiB, 96.14 W
2026/08/03 10:41:19.329, [N/A], [N/A], 237 MiB, 81920 MiB, 93.50 W
2026/08/03 10:41:19.349, [N/A], [N/A], 203 MiB, 81920 MiB, 90.57 W
2026/08/03 10:41:19.351, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 10:41:19.353, [N/A], [N/A], 203 MiB, 81920 MiB, 92.19 W
2026/08/03 10:41:19.355, 95 %, 85 %, 15821 MiB, 81920 MiB, 298.65 W
2026/08/03 10:41:49.356, [N/A], [N/A], 237 MiB, 81920 MiB, 96.05 W
2026/08/03 10:41:49.390, [N/A], [N/A], 237 MiB, 81920 MiB, 93.67 W
2026/08/03 10:41:49.409, [N/A], [N/A], 203 MiB, 81920 MiB, 90.37 W
2026/08/03 10:41:49.411, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 10:41:49.413, [N/A], [N/A], 203 MiB, 81920 MiB, 91.97 W
2026/08/03 10:41:49.415, 96 %, 85 %, 15821 MiB, 81920 MiB, 300.87 W
2026/08/03 10:42:19.416, [N/A], [N/A], 237 MiB, 81920 MiB, 96.07 W
2026/08/03 10:42:19.449, [N/A], [N/A], 237 MiB, 81920 MiB, 93.72 W
2026/08/03 10:42:19.452, [N/A], [N/A], 203 MiB, 81920 MiB, 90.48 W
2026/08/03 10:42:19.455, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 10:42:19.457, [N/A], [N/A], 203 MiB, 81920 MiB, 92.17 W
2026/08/03 10:42:19.459, 88 %, 67 %, 15821 MiB, 81920 MiB, 306.85 W
2026/08/03 10:42:49.459, [N/A], [N/A], 237 MiB, 81920 MiB, 96.27 W
2026/08/03 10:42:49.493, [N/A], [N/A], 237 MiB, 81920 MiB, 93.28 W
2026/08/03 10:42:49.512, [N/A], [N/A], 203 MiB, 81920 MiB, 90.57 W
2026/08/03 10:42:49.514, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 10:42:49.516, [N/A], [N/A], 203 MiB, 81920 MiB, 91.79 W
2026/08/03 10:42:49.518, 95 %, 85 %, 15821 MiB, 81920 MiB, 291.22 W
2026/08/03 10:43:19.519, [N/A], [N/A], 237 MiB, 81920 MiB, 96.13 W
2026/08/03 10:43:19.553, [N/A], [N/A], 237 MiB, 81920 MiB, 93.77 W
2026/08/03 10:43:19.556, [N/A], [N/A], 203 MiB, 81920 MiB, 90.62 W
2026/08/03 10:43:19.558, [N/A], [N/A], 203 MiB, 81920 MiB, 92.70 W
2026/08/03 10:43:19.560, [N/A], [N/A], 203 MiB, 81920 MiB, 91.57 W
2026/08/03 10:43:19.563, 85 %, 66 %, 15821 MiB, 81920 MiB, 303.74 W
2026/08/03 10:43:49.563, [N/A], [N/A], 237 MiB, 81920 MiB, 96.17 W
2026/08/03 10:43:49.597, [N/A], [N/A], 237 MiB, 81920 MiB, 93.45 W
2026/08/03 10:43:49.621, [N/A], [N/A], 203 MiB, 81920 MiB, 90.67 W
2026/08/03 10:43:49.623, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 10:43:49.625, [N/A], [N/A], 203 MiB, 81920 MiB, 91.94 W
2026/08/03 10:43:49.627, 96 %, 85 %, 15821 MiB, 81920 MiB, 297.09 W
2026/08/03 10:44:19.628, [N/A], [N/A], 237 MiB, 81920 MiB, 96.07 W
2026/08/03 10:44:19.661, [N/A], [N/A], 237 MiB, 81920 MiB, 93.86 W
2026/08/03 10:44:19.674, [N/A], [N/A], 203 MiB, 81920 MiB, 90.67 W
2026/08/03 10:44:19.676, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 10:44:19.678, [N/A], [N/A], 203 MiB, 81920 MiB, 92.15 W
2026/08/03 10:44:19.680, 96 %, 85 %, 15821 MiB, 81920 MiB, 291.74 W
2026/08/03 10:44:49.681, [N/A], [N/A], 237 MiB, 81920 MiB, 96.15 W
2026/08/03 10:44:49.715, [N/A], [N/A], 237 MiB, 81920 MiB, 93.48 W
2026/08/03 10:44:49.732, [N/A], [N/A], 203 MiB, 81920 MiB, 90.67 W
2026/08/03 10:44:49.734, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 10:44:49.738, [N/A], [N/A], 203 MiB, 81920 MiB, 92.24 W
2026/08/03 10:44:49.740, 100 %, 93 %, 15821 MiB, 81920 MiB, 306.15 W
2026/08/03 10:45:19.741, [N/A], [N/A], 237 MiB, 81920 MiB, 96.34 W
2026/08/03 10:45:19.774, [N/A], [N/A], 237 MiB, 81920 MiB, 93.90 W
2026/08/03 10:45:19.778, [N/A], [N/A], 203 MiB, 81920 MiB, 90.56 W
2026/08/03 10:45:19.780, [N/A], [N/A], 203 MiB, 81920 MiB, 92.70 W
2026/08/03 10:45:19.782, [N/A], [N/A], 203 MiB, 81920 MiB, 91.92 W
2026/08/03 10:45:19.785, 93 %, 76 %, 15821 MiB, 81920 MiB, 303.34 W
2026/08/03 10:45:49.785, [N/A], [N/A], 237 MiB, 81920 MiB, 96.14 W
2026/08/03 10:45:49.819, [N/A], [N/A], 237 MiB, 81920 MiB, 93.57 W
2026/08/03 10:45:49.837, [N/A], [N/A], 203 MiB, 81920 MiB, 90.37 W
2026/08/03 10:45:49.839, [N/A], [N/A], 203 MiB, 81920 MiB, 92.79 W
2026/08/03 10:45:49.842, [N/A], [N/A], 203 MiB, 81920 MiB, 92.07 W
2026/08/03 10:45:49.844, 85 %, 66 %, 15821 MiB, 81920 MiB, 287.08 W
2026/08/03 10:46:19.844, [N/A], [N/A], 237 MiB, 81920 MiB, 96.05 W
2026/08/03 10:46:19.878, [N/A], [N/A], 237 MiB, 81920 MiB, 93.96 W
2026/08/03 10:46:19.899, [N/A], [N/A], 203 MiB, 81920 MiB, 90.47 W
2026/08/03 10:46:19.901, [N/A], [N/A], 203 MiB, 81920 MiB, 92.61 W
2026/08/03 10:46:19.903, [N/A], [N/A], 203 MiB, 81920 MiB, 92.17 W
2026/08/03 10:46:19.905, 92 %, 78 %, 15821 MiB, 81920 MiB, 305.38 W
2026/08/03 10:46:49.906, [N/A], [N/A], 237 MiB, 81920 MiB, 96.18 W
2026/08/03 10:46:49.939, [N/A], [N/A], 237 MiB, 81920 MiB, 93.38 W
2026/08/03 10:46:49.941, [N/A], [N/A], 203 MiB, 81920 MiB, 90.47 W
2026/08/03 10:46:49.954, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 10:46:49.956, [N/A], [N/A], 203 MiB, 81920 MiB, 92.27 W
2026/08/03 10:46:49.958, 96 %, 85 %, 15821 MiB, 81920 MiB, 291.68 W
2026/08/03 10:47:19.959, [N/A], [N/A], 237 MiB, 81920 MiB, 95.95 W
2026/08/03 10:47:19.993, [N/A], [N/A], 237 MiB, 81920 MiB, 93.93 W
2026/08/03 10:47:20.027, [N/A], [N/A], 203 MiB, 81920 MiB, 90.61 W
2026/08/03 10:47:20.029, [N/A], [N/A], 203 MiB, 81920 MiB, 92.57 W
2026/08/03 10:47:20.043, [N/A], [N/A], 203 MiB, 81920 MiB, 92.48 W
2026/08/03 10:47:20.045, 96 %, 85 %, 15821 MiB, 81920 MiB, 223.16 W
2026/08/03 10:47:50.046, [N/A], [N/A], 237 MiB, 81920 MiB, 96.28 W
2026/08/03 10:47:50.048, [N/A], [N/A], 237 MiB, 81920 MiB, 93.77 W
2026/08/03 10:47:50.051, [N/A], [N/A], 203 MiB, 81920 MiB, 90.67 W
2026/08/03 10:47:50.053, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 10:47:50.055, [N/A], [N/A], 203 MiB, 81920 MiB, 92.26 W
2026/08/03 10:47:50.057, 92 %, 79 %, 15821 MiB, 81920 MiB, 305.19 W
2026/08/03 10:48:20.058, [N/A], [N/A], 237 MiB, 81920 MiB, 96.37 W
2026/08/03 10:48:20.060, [N/A], [N/A], 237 MiB, 81920 MiB, 93.46 W
2026/08/03 10:48:20.063, [N/A], [N/A], 203 MiB, 81920 MiB, 90.57 W
2026/08/03 10:48:20.065, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 10:48:20.067, [N/A], [N/A], 203 MiB, 81920 MiB, 91.85 W
2026/08/03 10:48:20.069, 96 %, 85 %, 15821 MiB, 81920 MiB, 298.19 W
2026/08/03 10:48:50.070, [N/A], [N/A], 237 MiB, 81920 MiB, 96.07 W
2026/08/03 10:48:50.077, [N/A], [N/A], 237 MiB, 81920 MiB, 93.38 W
2026/08/03 10:48:50.079, [N/A], [N/A], 203 MiB, 81920 MiB, 90.47 W
2026/08/03 10:48:50.081, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 10:48:50.084, [N/A], [N/A], 203 MiB, 81920 MiB, 91.87 W
2026/08/03 10:48:50.086, 92 %, 78 %, 15821 MiB, 81920 MiB, 304.89 W
