timestamp, index, uuid, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/08/03 21:59:25.338, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 97.90 W
2026/08/03 21:59:25.351, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 94.09 W
2026/08/03 21:59:25.353, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 98.50 W
2026/08/03 21:59:25.356, 5, GPU-69f64220-24d2-5380-9b68-d3ec410237c0, 0 %, 0 %, 4 MiB, 81920 MiB, 46.46 W
2026/08/03 21:59:55.356, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 96.87 W
2026/08/03 21:59:55.360, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 98.69 W
2026/08/03 21:59:55.362, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 96.22 W
2026/08/03 21:59:55.364, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 93.41 W
2026/08/03 21:59:55.366, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 97.19 W
2026/08/03 21:59:55.369, 5, GPU-69f64220-24d2-5380-9b68-d3ec410237c0, 0 %, 0 %, 4 MiB, 81920 MiB, 46.18 W
2026/08/03 22:00:25.370, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 96.87 W
2026/08/03 22:00:25.404, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 98.69 W
2026/08/03 22:00:25.421, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 96.40 W
2026/08/03 22:00:25.424, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 93.52 W
2026/08/03 22:00:25.427, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 97.50 W
2026/08/03 22:00:25.429, 5, GPU-69f64220-24d2-5380-9b68-d3ec410237c0, 0 %, 0 %, 4 MiB, 81920 MiB, 45.88 W
2026/08/03 22:00:55.432, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 96.10 W
2026/08/03 22:00:55.436, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 98.50 W
2026/08/03 22:00:55.438, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 95.40 W
2026/08/03 22:00:55.441, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 93.02 W
2026/08/03 22:00:55.443, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 96.62 W
2026/08/03 22:00:55.445, 5, GPU-69f64220-24d2-5380-9b68-d3ec410237c0, 0 %, 0 %, 4 MiB, 81920 MiB, 45.88 W
2026/08/03 22:01:25.446, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 95.32 W
2026/08/03 22:01:25.479, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 96.07 W
2026/08/03 22:01:25.502, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 94.05 W
2026/08/03 22:01:25.505, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 91.36 W
2026/08/03 22:01:25.507, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 95.66 W
2026/08/03 22:01:25.509, 5, GPU-69f64220-24d2-5380-9b68-d3ec410237c0, 0 %, 0 %, 4 MiB, 81920 MiB, 45.57 W
2026/08/03 22:01:55.510, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 94.31 W
2026/08/03 22:01:55.514, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 94.88 W
2026/08/03 22:01:55.516, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 92.74 W
2026/08/03 22:01:55.519, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 90.56 W
2026/08/03 22:01:55.521, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 94.72 W
2026/08/03 22:01:55.523, 5, GPU-69f64220-24d2-5380-9b68-d3ec410237c0, 39 %, 0 %, 9291 MiB, 81920 MiB, 94.10 W
2026/08/03 22:02:25.524, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 93.69 W
2026/08/03 22:02:25.526, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 94.68 W
2026/08/03 22:02:25.559, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 92.06 W
2026/08/03 22:02:25.571, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 90.23 W
2026/08/03 22:02:25.573, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.85 W
2026/08/03 22:02:25.575, 5, GPU-69f64220-24d2-5380-9b68-d3ec410237c0, 100 %, 94 %, 14663 MiB, 81920 MiB, 302.93 W
2026/08/03 22:02:55.576, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 93.40 W
2026/08/03 22:02:55.578, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 94.17 W
2026/08/03 22:02:55.629, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 91.64 W
2026/08/03 22:02:55.641, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 89.83 W
2026/08/03 22:02:55.645, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.84 W
2026/08/03 22:02:55.647, 5, GPU-69f64220-24d2-5380-9b68-d3ec410237c0, 92 %, 80 %, 14663 MiB, 81920 MiB, 300.11 W
2026/08/03 22:03:25.648, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 95.22 W
2026/08/03 22:03:25.681, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.86 W
2026/08/03 22:03:25.704, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 91.35 W
2026/08/03 22:03:25.706, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.99 W
2026/08/03 22:03:25.708, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.36 W
2026/08/03 22:03:25.710, 5, GPU-69f64220-24d2-5380-9b68-d3ec410237c0, 93 %, 81 %, 14663 MiB, 81920 MiB, 286.88 W
2026/08/03 22:03:55.711, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 95.48 W
2026/08/03 22:03:55.745, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.67 W
2026/08/03 22:03:55.778, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.96 W
2026/08/03 22:03:55.781, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.80 W
2026/08/03 22:03:55.783, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.45 W
2026/08/03 22:03:55.785, 5, GPU-69f64220-24d2-5380-9b68-d3ec410237c0, 92 %, 79 %, 14663 MiB, 81920 MiB, 294.35 W
2026/08/03 22:04:25.786, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 95.38 W
2026/08/03 22:04:25.819, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.77 W
2026/08/03 22:04:25.838, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.77 W
2026/08/03 22:04:25.840, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.70 W
2026/08/03 22:04:25.843, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.07 W
2026/08/03 22:04:25.845, 5, GPU-69f64220-24d2-5380-9b68-d3ec410237c0, 91 %, 74 %, 14663 MiB, 81920 MiB, 292.04 W
2026/08/03 22:04:55.845, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 95.10 W
2026/08/03 22:04:55.860, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 94.06 W
2026/08/03 22:04:55.862, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.87 W
2026/08/03 22:04:55.865, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.64 W
2026/08/03 22:04:55.867, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 91.87 W
2026/08/03 22:04:55.869, 5, GPU-69f64220-24d2-5380-9b68-d3ec410237c0, 91 %, 78 %, 14663 MiB, 81920 MiB, 297.37 W
2026/08/03 22:05:25.870, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 95.19 W
2026/08/03 22:05:25.903, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.67 W
2026/08/03 22:05:25.918, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.87 W
2026/08/03 22:05:25.920, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.79 W
2026/08/03 22:05:25.922, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 91.87 W
2026/08/03 22:05:25.924, 5, GPU-69f64220-24d2-5380-9b68-d3ec410237c0, 100 %, 93 %, 14663 MiB, 81920 MiB, 299.44 W
2026/08/03 22:05:55.925, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 95.46 W
2026/08/03 22:05:55.958, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.93 W
2026/08/03 22:05:55.974, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.58 W
2026/08/03 22:05:55.976, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 22:05:55.978, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.07 W
2026/08/03 22:05:55.980, 5, GPU-69f64220-24d2-5380-9b68-d3ec410237c0, 91 %, 79 %, 14663 MiB, 81920 MiB, 296.63 W
2026/08/03 22:06:25.981, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 96.34 W
2026/08/03 22:06:25.983, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.86 W
2026/08/03 22:06:26.017, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.53 W
2026/08/03 22:06:26.032, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.61 W
2026/08/03 22:06:26.034, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.12 W
2026/08/03 22:06:26.036, 5, GPU-69f64220-24d2-5380-9b68-d3ec410237c0, 100 %, 93 %, 14663 MiB, 81920 MiB, 299.93 W
2026/08/03 22:06:56.037, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 96.18 W
2026/08/03 22:06:56.070, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.74 W
2026/08/03 22:06:56.073, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.67 W
2026/08/03 22:06:56.086, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 22:06:56.089, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 91.97 W
2026/08/03 22:06:56.091, 5, GPU-69f64220-24d2-5380-9b68-d3ec410237c0, 91 %, 78 %, 14663 MiB, 81920 MiB, 297.64 W
2026/08/03 22:07:26.092, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 96.27 W
2026/08/03 22:07:26.094, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.57 W
2026/08/03 22:07:26.136, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.67 W
2026/08/03 22:07:26.138, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 22:07:26.141, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 91.94 W
2026/08/03 22:07:26.143, 5, GPU-69f64220-24d2-5380-9b68-d3ec410237c0, 100 %, 93 %, 14663 MiB, 81920 MiB, 298.45 W
2026/08/03 22:07:56.143, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 95.20 W
2026/08/03 22:07:56.147, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.64 W
2026/08/03 22:07:56.149, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.67 W
2026/08/03 22:07:56.151, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 22:07:56.154, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 91.87 W
2026/08/03 22:07:56.156, 5, GPU-69f64220-24d2-5380-9b68-d3ec410237c0, 91 %, 78 %, 14663 MiB, 81920 MiB, 296.53 W
2026/08/03 22:08:26.156, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 95.45 W
2026/08/03 22:08:26.159, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.90 W
2026/08/03 22:08:26.192, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.77 W
2026/08/03 22:08:26.203, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.70 W
2026/08/03 22:08:26.205, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 91.97 W
2026/08/03 22:08:26.211, 5, GPU-69f64220-24d2-5380-9b68-d3ec410237c0, 100 %, 93 %, 14663 MiB, 81920 MiB, 306.11 W
2026/08/03 22:08:56.212, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 96.18 W
2026/08/03 22:08:56.220, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.38 W
2026/08/03 22:08:56.223, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.57 W
2026/08/03 22:08:56.226, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 22:08:56.231, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.24 W
2026/08/03 22:08:56.234, 5, GPU-69f64220-24d2-5380-9b68-d3ec410237c0, 92 %, 79 %, 14663 MiB, 81920 MiB, 301.74 W
2026/08/03 22:09:26.235, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 96.14 W
2026/08/03 22:09:26.269, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.48 W
2026/08/03 22:09:26.293, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.57 W
2026/08/03 22:09:26.296, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 22:09:26.298, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.26 W
2026/08/03 22:09:26.300, 5, GPU-69f64220-24d2-5380-9b68-d3ec410237c0, 100 %, 93 %, 14663 MiB, 81920 MiB, 306.43 W
2026/08/03 22:09:56.301, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 95.17 W
2026/08/03 22:09:56.334, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.67 W
2026/08/03 22:09:56.353, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.57 W
2026/08/03 22:09:56.356, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 22:09:56.359, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 91.97 W
2026/08/03 22:09:56.361, 5, GPU-69f64220-24d2-5380-9b68-d3ec410237c0, 96 %, 86 %, 14663 MiB, 81920 MiB, 285.05 W
2026/08/03 22:10:26.362, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 95.22 W
2026/08/03 22:10:26.395, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 94.06 W
2026/08/03 22:10:26.413, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.47 W
2026/08/03 22:10:26.416, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
