timestamp, index, uuid, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/08/03 22:07:42.118, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.67 W
2026/08/03 22:07:42.120, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.70 W
2026/08/03 22:07:42.123, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.16 W
2026/08/03 22:07:42.125, 5, GPU-c8208803-a2a5-29e1-325e-891ca9c71b16, 100 %, 94 %, 14663 MiB, 81920 MiB, 236.66 W
2026/08/03 22:08:12.125, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 95.48 W
2026/08/03 22:08:12.128, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.48 W
2026/08/03 22:08:12.154, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.57 W
2026/08/03 22:08:12.158, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.70 W
2026/08/03 22:08:12.162, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.10 W
2026/08/03 22:08:12.165, 5, GPU-c8208803-a2a5-29e1-325e-891ca9c71b16, 100 %, 93 %, 14663 MiB, 81920 MiB, 290.89 W
2026/08/03 22:08:42.165, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 95.06 W
2026/08/03 22:08:42.168, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.83 W
2026/08/03 22:08:42.200, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.38 W
2026/08/03 22:08:42.207, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.70 W
2026/08/03 22:08:42.215, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.19 W
2026/08/03 22:08:42.219, 5, GPU-c8208803-a2a5-29e1-325e-891ca9c71b16, 92 %, 80 %, 14663 MiB, 81920 MiB, 300.83 W
2026/08/03 22:09:12.220, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 95.85 W
2026/08/03 22:09:12.246, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.57 W
2026/08/03 22:09:12.250, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.67 W
2026/08/03 22:09:12.255, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 22:09:12.260, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.16 W
2026/08/03 22:09:12.263, 5, GPU-c8208803-a2a5-29e1-325e-891ca9c71b16, 92 %, 80 %, 14663 MiB, 81920 MiB, 299.88 W
2026/08/03 22:09:42.264, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 96.47 W
2026/08/03 22:09:42.299, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.31 W
2026/08/03 22:09:42.303, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.47 W
2026/08/03 22:09:42.308, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.79 W
2026/08/03 22:09:42.311, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.24 W
2026/08/03 22:09:42.316, 5, GPU-c8208803-a2a5-29e1-325e-891ca9c71b16, 100 %, 94 %, 14663 MiB, 81920 MiB, 302.98 W
2026/08/03 22:10:12.317, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 95.45 W
2026/08/03 22:10:12.321, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.67 W
2026/08/03 22:10:12.326, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.58 W
2026/08/03 22:10:12.330, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.50 W
2026/08/03 22:10:12.335, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.16 W
2026/08/03 22:10:12.338, 5, GPU-c8208803-a2a5-29e1-325e-891ca9c71b16, 92 %, 81 %, 14663 MiB, 81920 MiB, 285.53 W
2026/08/03 22:10:42.339, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 96.06 W
2026/08/03 22:10:42.348, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.83 W
2026/08/03 22:10:42.354, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.47 W
2026/08/03 22:10:42.357, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 22:10:42.363, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 91.94 W
2026/08/03 22:10:42.365, 5, GPU-c8208803-a2a5-29e1-325e-891ca9c71b16, 92 %, 80 %, 14663 MiB, 81920 MiB, 303.26 W
2026/08/03 22:11:12.366, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 96.54 W
2026/08/03 22:11:12.438, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.77 W
2026/08/03 22:11:12.440, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.47 W
2026/08/03 22:11:12.442, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.70 W
2026/08/03 22:11:12.444, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.16 W
2026/08/03 22:11:12.446, 5, GPU-c8208803-a2a5-29e1-325e-891ca9c71b16, 100 %, 87 %, 14663 MiB, 81920 MiB, 300.85 W
2026/08/03 22:11:42.447, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 96.25 W
2026/08/03 22:11:42.462, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.67 W
2026/08/03 22:11:42.467, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.47 W
2026/08/03 22:11:42.472, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 22:11:42.476, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.16 W
2026/08/03 22:11:42.479, 5, GPU-c8208803-a2a5-29e1-325e-891ca9c71b16, 100 %, 93 %, 14663 MiB, 81920 MiB, 301.70 W
2026/08/03 22:12:12.480, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 96.34 W
2026/08/03 22:12:12.483, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.28 W
2026/08/03 22:12:12.487, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.58 W
2026/08/03 22:12:12.491, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.50 W
2026/08/03 22:12:12.494, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.16 W
2026/08/03 22:12:12.496, 5, GPU-c8208803-a2a5-29e1-325e-891ca9c71b16, 92 %, 80 %, 14663 MiB, 81920 MiB, 293.93 W
2026/08/03 22:12:42.497, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 96.15 W
2026/08/03 22:12:42.527, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.50 W
2026/08/03 22:12:42.531, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.77 W
2026/08/03 22:12:42.534, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 22:12:42.539, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.26 W
2026/08/03 22:12:42.546, 5, GPU-c8208803-a2a5-29e1-325e-891ca9c71b16, 92 %, 80 %, 14663 MiB, 81920 MiB, 298.68 W
2026/08/03 22:13:12.547, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 95.96 W
2026/08/03 22:13:12.583, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.69 W
2026/08/03 22:13:12.586, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.77 W
2026/08/03 22:13:12.591, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.70 W
2026/08/03 22:13:12.597, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.10 W
2026/08/03 22:13:12.600, 5, GPU-c8208803-a2a5-29e1-325e-891ca9c71b16, 100 %, 94 %, 14663 MiB, 81920 MiB, 167.29 W
2026/08/03 22:13:42.601, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 96.27 W
2026/08/03 22:13:42.604, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.89 W
2026/08/03 22:13:42.608, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.57 W
2026/08/03 22:13:42.611, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.50 W
2026/08/03 22:13:42.614, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.16 W
2026/08/03 22:13:42.616, 5, GPU-c8208803-a2a5-29e1-325e-891ca9c71b16, 100 %, 93 %, 14663 MiB, 81920 MiB, 295.20 W
2026/08/03 22:14:12.617, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 96.28 W
2026/08/03 22:14:12.676, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.74 W
2026/08/03 22:14:12.680, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.47 W
2026/08/03 22:14:12.685, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 22:14:12.690, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.16 W
2026/08/03 22:14:12.695, 5, GPU-c8208803-a2a5-29e1-325e-891ca9c71b16, 92 %, 80 %, 14663 MiB, 81920 MiB, 300.57 W
2026/08/03 22:14:42.696, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 95.26 W
2026/08/03 22:14:42.701, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.48 W
2026/08/03 22:14:42.706, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.48 W
2026/08/03 22:14:42.711, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.79 W
2026/08/03 22:14:42.716, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.26 W
2026/08/03 22:14:42.721, 5, GPU-c8208803-a2a5-29e1-325e-891ca9c71b16, 92 %, 80 %, 14663 MiB, 81920 MiB, 302.98 W
2026/08/03 22:15:12.722, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 95.97 W
2026/08/03 22:15:12.757, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.38 W
2026/08/03 22:15:12.763, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.47 W
2026/08/03 22:15:12.768, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.70 W
2026/08/03 22:15:12.772, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.07 W
2026/08/03 22:15:12.775, 5, GPU-c8208803-a2a5-29e1-325e-891ca9c71b16, 100 %, 94 %, 14663 MiB, 81920 MiB, 300.86 W
2026/08/03 22:15:42.776, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 96.43 W
2026/08/03 22:15:42.779, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.54 W
2026/08/03 22:15:42.860, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.37 W
2026/08/03 22:15:42.862, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.70 W
2026/08/03 22:15:42.866, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.19 W
2026/08/03 22:15:42.868, 5, GPU-c8208803-a2a5-29e1-325e-891ca9c71b16, 100 %, 93 %, 14663 MiB, 81920 MiB, 301.14 W
2026/08/03 22:16:12.869, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 96.21 W
2026/08/03 22:16:12.888, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.77 W
2026/08/03 22:16:12.894, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.57 W
2026/08/03 22:16:12.896, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 22:16:12.898, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.10 W
2026/08/03 22:16:12.900, 5, GPU-c8208803-a2a5-29e1-325e-891ca9c71b16, 91 %, 79 %, 14663 MiB, 81920 MiB, 299.00 W
2026/08/03 22:16:42.901, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 96.54 W
2026/08/03 22:16:42.914, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.54 W
2026/08/03 22:16:42.964, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.57 W
2026/08/03 22:16:42.966, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 22:16:42.976, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.07 W
2026/08/03 22:16:42.979, 5, GPU-c8208803-a2a5-29e1-325e-891ca9c71b16, 91 %, 80 %, 14663 MiB, 81920 MiB, 299.09 W
2026/08/03 22:17:12.979, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 96.17 W
2026/08/03 22:17:12.982, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.28 W
2026/08/03 22:17:12.984, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.57 W
2026/08/03 22:17:12.997, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 22:17:13.002, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.06 W
2026/08/03 22:17:13.005, 5, GPU-c8208803-a2a5-29e1-325e-891ca9c71b16, 100 %, 94 %, 14663 MiB, 81920 MiB, 301.72 W
2026/08/03 22:17:43.006, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 94.93 W
2026/08/03 22:17:43.009, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.86 W
2026/08/03 22:17:43.088, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 91.64 W
2026/08/03 22:17:43.090, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.50 W
2026/08/03 22:17:43.115, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.33 W
2026/08/03 22:17:43.117, 5, GPU-c8208803-a2a5-29e1-325e-891ca9c71b16, 100 %, 93 %, 14663 MiB, 81920 MiB, 300.17 W
2026/08/03 22:18:13.118, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 95.00 W
2026/08/03 22:18:13.153, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.96 W
2026/08/03 22:18:13.172, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.47 W
2026/08/03 22:18:13.174, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.67 W
2026/08/03 22:18:13.176, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.33 W
2026/08/03 22:18:13.178, 5, GPU-c8208803-a2a5-29e1-325e-891ca9c71b16, 92 %, 80 %, 14663 MiB, 81920 MiB, 302.58 W
2026/08/03 22:18:43.179, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 95.38 W
2026/08/03 22:18:43.181, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.48 W
2026/08/03 22:18:43.183, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.57 W
2026/08/03 22:18:43.185, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.50 W
2026/08/03 22:18:43.188, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.16 W
2026/08/03 22:18:43.196, 5, GPU-c8208803-a2a5-29e1-325e-891ca9c71b16, 93 %, 73 %, 14663 MiB, 81920 MiB, 300.66 W
2026/08/03 22:19:13.197, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 95.00 W
2026/08/03 22:19:13.201, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.93 W
2026/08/03 22:19:13.244, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.57 W
2026/08/03 22:19:13.249, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 22:19:13.253, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.39 W
2026/08/03 22:19:13.257, 5, GPU-c8208803-a2a5-29e1-325e-891ca9c71b16, 100 %, 94 %, 14663 MiB, 81920 MiB, 303.08 W
2026/08/03 22:19:43.258, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 95.38 W
2026/08/03 22:19:43.339, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.50 W
2026/08/03 22:19:43.347, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.47 W
2026/08/03 22:19:43.349, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.79 W
2026/08/03 22:19:43.351, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 91.97 W
2026/08/03 22:19:43.353, 5, GPU-c8208803-a2a5-29e1-325e-891ca9c71b16, 100 %, 93 %, 14663 MiB, 81920 MiB, 304.14 W
2026/08/03 22:20:13.354, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 95.29 W
2026/08/03 22:20:13.356, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.48 W
2026/08/03 22:20:13.359, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.56 W
2026/08/03 22:20:13.361, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.70 W
2026/08/03 22:20:13.363, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.04 W
2026/08/03 22:20:13.365, 5, GPU-c8208803-a2a5-29e1-325e-891ca9c71b16, 91 %, 79 %, 14663 MiB, 81920 MiB, 298.73 W
2026/08/03 22:20:43.366, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 96.01 W
2026/08/03 22:20:43.403, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.57 W
2026/08/03 22:20:43.405, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.57 W
2026/08/03 22:20:43.407, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.73 W
2026/08/03 22:20:43.409, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.16 W
2026/08/03 22:20:43.411, 5, GPU-c8208803-a2a5-29e1-325e-891ca9c71b16, 95 %, 76 %, 14663 MiB, 81920 MiB, 297.62 W
2026/08/03 22:21:13.412, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 95.10 W
2026/08/03 22:21:13.414, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.48 W
2026/08/03 22:21:13.480, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.56 W
2026/08/03 22:21:13.482, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.70 W
2026/08/03 22:21:13.521, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 91.87 W
2026/08/03 22:21:13.524, 5, GPU-c8208803-a2a5-29e1-325e-891ca9c71b16, 100 %, 94 %, 14663 MiB, 81920 MiB, 301.51 W
2026/08/03 22:21:43.524, 0, GPU-59139ac1-ee67-a3cc-2157-11d15aa76d58, [N/A], [N/A], 237 MiB, 81920 MiB, 95.00 W
2026/08/03 22:21:43.533, 1, GPU-40edd858-d869-a3c8-6d68-62e85f3e315b, [N/A], [N/A], 237 MiB, 81920 MiB, 93.77 W
2026/08/03 22:21:43.535, 2, GPU-fe770418-3e4e-3198-fd1c-b43c11470fef, [N/A], [N/A], 203 MiB, 81920 MiB, 90.67 W
2026/08/03 22:21:43.538, 3, GPU-db2bd0fd-027a-b679-5d80-da7106ab041d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.79 W
2026/08/03 22:21:43.540, 4, GPU-d79e9d76-a681-1a07-4d4a-5ea114648c2d, [N/A], [N/A], 203 MiB, 81920 MiB, 92.16 W
2026/08/03 22:21:43.542, 5, GPU-c8208803-a2a5-29e1-325e-891ca9c71b16, 100 %, 93 %, 14663 MiB, 81920 MiB, 293.07 W
