timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/08/03 11:11:28.793, [N/A], [N/A], 203 MiB, 81920 MiB, 92.02 W
2026/08/03 11:11:28.798, 100 %, 96 %, 15821 MiB, 81920 MiB, 303.47 W
2026/08/03 11:11:58.799, [N/A], [N/A], 237 MiB, 81920 MiB, 95.22 W
2026/08/03 11:11:58.832, [N/A], [N/A], 237 MiB, 81920 MiB, 93.67 W
2026/08/03 11:11:58.835, [N/A], [N/A], 203 MiB, 81920 MiB, 90.56 W
2026/08/03 11:11:58.841, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 11:11:58.843, [N/A], [N/A], 203 MiB, 81920 MiB, 92.36 W
2026/08/03 11:11:58.845, 94 %, 84 %, 15821 MiB, 81920 MiB, 301.35 W
2026/08/03 11:12:28.846, [N/A], [N/A], 237 MiB, 81920 MiB, 95.22 W
2026/08/03 11:12:28.880, [N/A], [N/A], 237 MiB, 81920 MiB, 93.57 W
2026/08/03 11:12:28.894, [N/A], [N/A], 203 MiB, 81920 MiB, 90.57 W
2026/08/03 11:12:28.896, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 11:12:28.898, [N/A], [N/A], 203 MiB, 81920 MiB, 92.10 W
2026/08/03 11:12:28.900, 89 %, 76 %, 15821 MiB, 81920 MiB, 299.48 W
2026/08/03 11:12:58.901, [N/A], [N/A], 237 MiB, 81920 MiB, 95.00 W
2026/08/03 11:12:58.935, [N/A], [N/A], 237 MiB, 81920 MiB, 93.77 W
2026/08/03 11:12:58.952, [N/A], [N/A], 203 MiB, 81920 MiB, 90.60 W
2026/08/03 11:12:58.954, [N/A], [N/A], 203 MiB, 81920 MiB, 92.58 W
2026/08/03 11:12:58.988, [N/A], [N/A], 203 MiB, 81920 MiB, 92.12 W
2026/08/03 11:12:59.001, 94 %, 84 %, 15821 MiB, 81920 MiB, 293.53 W
2026/08/03 11:13:29.002, [N/A], [N/A], 237 MiB, 81920 MiB, 95.20 W
2026/08/03 11:13:29.036, [N/A], [N/A], 237 MiB, 81920 MiB, 93.57 W
2026/08/03 11:13:29.070, [N/A], [N/A], 203 MiB, 81920 MiB, 90.57 W
2026/08/03 11:13:29.088, [N/A], [N/A], 203 MiB, 81920 MiB, 92.70 W
2026/08/03 11:13:29.091, [N/A], [N/A], 203 MiB, 81920 MiB, 91.87 W
2026/08/03 11:13:29.093, 100 %, 96 %, 15821 MiB, 81920 MiB, 303.56 W
