timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/08/03 07:52:06.964, [N/A], [N/A], 237 MiB, 81920 MiB, 108.94 W
2026/08/03 07:52:06.970, [N/A], [N/A], 237 MiB, 81920 MiB, 111.25 W
2026/08/03 07:52:06.972, [N/A], [N/A], 203 MiB, 81920 MiB, 113.21 W
2026/08/03 07:52:06.974, [N/A], [N/A], 203 MiB, 81920 MiB, 101.30 W
2026/08/03 07:52:06.977, [N/A], [N/A], 203 MiB, 81920 MiB, 109.51 W
2026/08/03 07:52:06.979, 91 %, 80 %, 8817 MiB, 81920 MiB, 304.43 W
2026/08/03 07:52:36.979, [N/A], [N/A], 237 MiB, 81920 MiB, 108.64 W
2026/08/03 07:52:36.985, [N/A], [N/A], 237 MiB, 81920 MiB, 110.82 W
2026/08/03 07:52:36.987, [N/A], [N/A], 203 MiB, 81920 MiB, 112.71 W
2026/08/03 07:52:36.989, [N/A], [N/A], 203 MiB, 81920 MiB, 100.99 W
2026/08/03 07:52:36.991, [N/A], [N/A], 203 MiB, 81920 MiB, 108.77 W
2026/08/03 07:52:36.993, 100 %, 91 %, 8817 MiB, 81920 MiB, 249.30 W
2026/08/03 07:53:06.994, [N/A], [N/A], 237 MiB, 81920 MiB, 105.72 W
2026/08/03 07:53:06.998, [N/A], [N/A], 237 MiB, 81920 MiB, 107.81 W
2026/08/03 07:53:07.000, [N/A], [N/A], 203 MiB, 81920 MiB, 109.28 W
2026/08/03 07:53:07.002, [N/A], [N/A], 203 MiB, 81920 MiB, 99.22 W
2026/08/03 07:53:07.004, [N/A], [N/A], 203 MiB, 81920 MiB, 106.15 W
2026/08/03 07:53:07.006, 92 %, 70 %, 8817 MiB, 81920 MiB, 213.73 W
2026/08/03 07:53:37.007, [N/A], [N/A], 237 MiB, 81920 MiB, 102.41 W
2026/08/03 07:53:37.041, [N/A], [N/A], 237 MiB, 81920 MiB, 103.25 W
2026/08/03 07:53:37.066, [N/A], [N/A], 203 MiB, 81920 MiB, 104.77 W
2026/08/03 07:53:37.068, [N/A], [N/A], 203 MiB, 81920 MiB, 96.62 W
2026/08/03 07:53:37.070, [N/A], [N/A], 203 MiB, 81920 MiB, 102.69 W
2026/08/03 07:53:37.072, 90 %, 77 %, 8817 MiB, 81920 MiB, 300.65 W
2026/08/03 07:54:07.073, [N/A], [N/A], 237 MiB, 81920 MiB, 98.40 W
2026/08/03 07:54:07.107, [N/A], [N/A], 237 MiB, 81920 MiB, 100.33 W
2026/08/03 07:54:07.126, [N/A], [N/A], 203 MiB, 81920 MiB, 99.41 W
2026/08/03 07:54:07.129, [N/A], [N/A], 203 MiB, 81920 MiB, 94.56 W
2026/08/03 07:54:07.131, [N/A], [N/A], 203 MiB, 81920 MiB, 98.52 W
2026/08/03 07:54:07.137, 100 %, 90 %, 8817 MiB, 81920 MiB, 209.57 W
2026/08/03 07:54:37.138, [N/A], [N/A], 237 MiB, 81920 MiB, 96.54 W
2026/08/03 07:54:37.171, [N/A], [N/A], 237 MiB, 81920 MiB, 98.03 W
2026/08/03 07:54:37.190, [N/A], [N/A], 203 MiB, 81920 MiB, 95.37 W
2026/08/03 07:54:37.192, [N/A], [N/A], 203 MiB, 81920 MiB, 92.99 W
2026/08/03 07:54:37.195, [N/A], [N/A], 203 MiB, 81920 MiB, 96.54 W
2026/08/03 07:54:37.198, 85 %, 57 %, 8817 MiB, 81920 MiB, 298.83 W
2026/08/03 07:55:07.198, [N/A], [N/A], 237 MiB, 81920 MiB, 96.54 W
2026/08/03 07:55:07.233, [N/A], [N/A], 237 MiB, 81920 MiB, 96.00 W
2026/08/03 07:55:07.235, [N/A], [N/A], 203 MiB, 81920 MiB, 93.89 W
2026/08/03 07:55:07.238, [N/A], [N/A], 203 MiB, 81920 MiB, 91.32 W
2026/08/03 07:55:07.240, [N/A], [N/A], 203 MiB, 81920 MiB, 95.67 W
2026/08/03 07:55:07.246, 92 %, 76 %, 8817 MiB, 81920 MiB, 306.61 W
2026/08/03 07:55:37.247, [N/A], [N/A], 237 MiB, 81920 MiB, 95.84 W
2026/08/03 07:55:37.281, [N/A], [N/A], 237 MiB, 81920 MiB, 95.43 W
2026/08/03 07:55:37.297, [N/A], [N/A], 203 MiB, 81920 MiB, 93.13 W
2026/08/03 07:55:37.300, [N/A], [N/A], 203 MiB, 81920 MiB, 90.83 W
2026/08/03 07:55:37.302, [N/A], [N/A], 203 MiB, 81920 MiB, 95.08 W
2026/08/03 07:55:37.305, 89 %, 65 %, 8817 MiB, 81920 MiB, 303.15 W
2026/08/03 07:56:07.306, [N/A], [N/A], 237 MiB, 81920 MiB, 94.08 W
2026/08/03 07:56:07.340, [N/A], [N/A], 237 MiB, 81920 MiB, 94.85 W
2026/08/03 07:56:07.343, [N/A], [N/A], 203 MiB, 81920 MiB, 92.48 W
2026/08/03 07:56:07.346, [N/A], [N/A], 203 MiB, 81920 MiB, 90.42 W
2026/08/03 07:56:07.348, [N/A], [N/A], 203 MiB, 81920 MiB, 94.63 W
2026/08/03 07:56:07.351, 85 %, 58 %, 8817 MiB, 81920 MiB, 294.21 W
2026/08/03 07:56:37.352, [N/A], [N/A], 237 MiB, 81920 MiB, 93.81 W
2026/08/03 07:56:37.354, [N/A], [N/A], 237 MiB, 81920 MiB, 94.72 W
2026/08/03 07:56:37.356, [N/A], [N/A], 203 MiB, 81920 MiB, 92.06 W
2026/08/03 07:56:37.359, [N/A], [N/A], 203 MiB, 81920 MiB, 90.33 W
2026/08/03 07:56:37.361, [N/A], [N/A], 203 MiB, 81920 MiB, 92.94 W
2026/08/03 07:56:37.363, 100 %, 91 %, 8817 MiB, 81920 MiB, 306.93 W
2026/08/03 07:57:07.363, [N/A], [N/A], 237 MiB, 81920 MiB, 95.00 W
2026/08/03 07:57:07.366, [N/A], [N/A], 237 MiB, 81920 MiB, 94.33 W
2026/08/03 07:57:07.368, [N/A], [N/A], 203 MiB, 81920 MiB, 91.85 W
2026/08/03 07:57:07.370, [N/A], [N/A], 203 MiB, 81920 MiB, 90.24 W
2026/08/03 07:57:07.372, [N/A], [N/A], 203 MiB, 81920 MiB, 93.00 W
2026/08/03 07:57:07.374, 88 %, 57 %, 8817 MiB, 81920 MiB, 232.79 W
2026/08/03 07:57:37.375, [N/A], [N/A], 237 MiB, 81920 MiB, 93.68 W
2026/08/03 07:57:37.409, [N/A], [N/A], 237 MiB, 81920 MiB, 94.43 W
2026/08/03 07:57:37.437, [N/A], [N/A], 203 MiB, 81920 MiB, 91.52 W
2026/08/03 07:57:37.439, [N/A], [N/A], 203 MiB, 81920 MiB, 90.13 W
2026/08/03 07:57:37.441, [N/A], [N/A], 203 MiB, 81920 MiB, 93.43 W
2026/08/03 07:57:37.443, 100 %, 91 %, 8817 MiB, 81920 MiB, 303.15 W
