timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/08/03 10:27:11.470, [N/A], [N/A], 203 MiB, 81920 MiB, 110.84 W
2026/08/03 10:27:11.473, 0 %, 0 %, 4 MiB, 81920 MiB, 47.47 W
2026/08/03 10:27:41.474, [N/A], [N/A], 237 MiB, 81920 MiB, 110.19 W
2026/08/03 10:27:41.518, [N/A], [N/A], 237 MiB, 81920 MiB, 112.38 W
2026/08/03 10:27:41.520, [N/A], [N/A], 203 MiB, 81920 MiB, 114.71 W
2026/08/03 10:27:41.523, [N/A], [N/A], 203 MiB, 81920 MiB, 102.01 W
2026/08/03 10:27:41.525, [N/A], [N/A], 203 MiB, 81920 MiB, 110.65 W
2026/08/03 10:27:41.528, 0 %, 0 %, 4 MiB, 81920 MiB, 47.16 W
2026/08/03 10:28:11.529, [N/A], [N/A], 237 MiB, 81920 MiB, 110.30 W
2026/08/03 10:28:11.563, [N/A], [N/A], 237 MiB, 81920 MiB, 112.51 W
2026/08/03 10:28:11.596, [N/A], [N/A], 203 MiB, 81920 MiB, 115.03 W
2026/08/03 10:28:11.599, [N/A], [N/A], 203 MiB, 81920 MiB, 102.12 W
2026/08/03 10:28:11.602, [N/A], [N/A], 203 MiB, 81920 MiB, 111.25 W
2026/08/03 10:28:11.604, 0 %, 0 %, 4 MiB, 81920 MiB, 47.58 W
2026/08/03 10:28:41.605, [N/A], [N/A], 237 MiB, 81920 MiB, 110.50 W
2026/08/03 10:28:41.639, [N/A], [N/A], 237 MiB, 81920 MiB, 112.98 W
2026/08/03 10:28:41.642, [N/A], [N/A], 203 MiB, 81920 MiB, 115.58 W
2026/08/03 10:28:41.645, [N/A], [N/A], 203 MiB, 81920 MiB, 102.51 W
2026/08/03 10:28:41.647, [N/A], [N/A], 203 MiB, 81920 MiB, 111.34 W
2026/08/03 10:28:41.650, 0 %, 0 %, 4 MiB, 81920 MiB, 47.58 W
2026/08/03 10:29:11.651, [N/A], [N/A], 237 MiB, 81920 MiB, 110.40 W
2026/08/03 10:29:11.685, [N/A], [N/A], 237 MiB, 81920 MiB, 112.51 W
2026/08/03 10:29:11.701, [N/A], [N/A], 203 MiB, 81920 MiB, 115.13 W
2026/08/03 10:29:11.704, [N/A], [N/A], 203 MiB, 81920 MiB, 102.23 W
2026/08/03 10:29:11.707, [N/A], [N/A], 203 MiB, 81920 MiB, 111.35 W
2026/08/03 10:29:11.709, 0 %, 0 %, 4 MiB, 81920 MiB, 47.58 W
2026/08/03 10:29:41.710, [N/A], [N/A], 237 MiB, 81920 MiB, 107.86 W
2026/08/03 10:29:41.744, [N/A], [N/A], 237 MiB, 81920 MiB, 109.98 W
2026/08/03 10:29:41.759, [N/A], [N/A], 203 MiB, 81920 MiB, 111.90 W
2026/08/03 10:29:41.761, [N/A], [N/A], 203 MiB, 81920 MiB, 100.46 W
2026/08/03 10:29:41.763, [N/A], [N/A], 203 MiB, 81920 MiB, 108.39 W
2026/08/03 10:29:41.767, 0 %, 0 %, 4 MiB, 81920 MiB, 47.16 W
2026/08/03 10:30:11.768, [N/A], [N/A], 237 MiB, 81920 MiB, 105.43 W
2026/08/03 10:30:11.802, [N/A], [N/A], 237 MiB, 81920 MiB, 107.42 W
2026/08/03 10:30:11.820, [N/A], [N/A], 203 MiB, 81920 MiB, 108.76 W
2026/08/03 10:30:11.824, [N/A], [N/A], 203 MiB, 81920 MiB, 98.74 W
2026/08/03 10:30:11.826, [N/A], [N/A], 203 MiB, 81920 MiB, 105.84 W
2026/08/03 10:30:11.828, 39 %, 0 %, 9291 MiB, 81920 MiB, 97.19 W
2026/08/03 10:30:41.829, [N/A], [N/A], 237 MiB, 81920 MiB, 105.22 W
2026/08/03 10:30:41.862, [N/A], [N/A], 237 MiB, 81920 MiB, 107.26 W
2026/08/03 10:30:41.865, [N/A], [N/A], 203 MiB, 81920 MiB, 108.32 W
2026/08/03 10:30:41.869, [N/A], [N/A], 203 MiB, 81920 MiB, 98.70 W
2026/08/03 10:30:41.871, [N/A], [N/A], 203 MiB, 81920 MiB, 105.78 W
2026/08/03 10:30:41.875, 96 %, 86 %, 15821 MiB, 81920 MiB, 210.76 W
2026/08/03 10:31:11.875, [N/A], [N/A], 237 MiB, 81920 MiB, 104.27 W
2026/08/03 10:31:11.909, [N/A], [N/A], 237 MiB, 81920 MiB, 106.47 W
2026/08/03 10:31:11.940, [N/A], [N/A], 203 MiB, 81920 MiB, 107.33 W
2026/08/03 10:31:11.942, [N/A], [N/A], 203 MiB, 81920 MiB, 98.09 W
2026/08/03 10:31:11.944, [N/A], [N/A], 203 MiB, 81920 MiB, 104.44 W
2026/08/03 10:31:11.946, 91 %, 79 %, 15821 MiB, 81920 MiB, 300.78 W
2026/08/03 10:31:41.947, [N/A], [N/A], 237 MiB, 81920 MiB, 100.67 W
2026/08/03 10:31:41.982, [N/A], [N/A], 237 MiB, 81920 MiB, 102.37 W
2026/08/03 10:31:42.016, [N/A], [N/A], 203 MiB, 81920 MiB, 102.64 W
2026/08/03 10:31:42.023, [N/A], [N/A], 203 MiB, 81920 MiB, 96.36 W
2026/08/03 10:31:42.025, [N/A], [N/A], 203 MiB, 81920 MiB, 100.89 W
2026/08/03 10:31:42.027, 94 %, 78 %, 15821 MiB, 81920 MiB, 290.47 W
2026/08/03 10:32:12.028, [N/A], [N/A], 237 MiB, 81920 MiB, 98.02 W
2026/08/03 10:32:12.062, [N/A], [N/A], 237 MiB, 81920 MiB, 99.86 W
2026/08/03 10:32:12.079, [N/A], [N/A], 203 MiB, 81920 MiB, 98.32 W
2026/08/03 10:32:12.081, [N/A], [N/A], 203 MiB, 81920 MiB, 94.48 W
2026/08/03 10:32:12.083, [N/A], [N/A], 203 MiB, 81920 MiB, 98.55 W
2026/08/03 10:32:12.087, 92 %, 78 %, 15821 MiB, 81920 MiB, 299.46 W
2026/08/03 10:32:42.088, [N/A], [N/A], 237 MiB, 81920 MiB, 96.08 W
2026/08/03 10:32:42.122, [N/A], [N/A], 237 MiB, 81920 MiB, 96.98 W
2026/08/03 10:32:42.137, [N/A], [N/A], 203 MiB, 81920 MiB, 95.20 W
2026/08/03 10:32:42.139, [N/A], [N/A], 203 MiB, 81920 MiB, 92.00 W
2026/08/03 10:32:42.141, [N/A], [N/A], 203 MiB, 81920 MiB, 96.29 W
2026/08/03 10:32:42.143, 95 %, 85 %, 15821 MiB, 81920 MiB, 301.07 W
2026/08/03 10:33:12.144, [N/A], [N/A], 237 MiB, 81920 MiB, 95.00 W
2026/08/03 10:33:12.178, [N/A], [N/A], 237 MiB, 81920 MiB, 95.41 W
2026/08/03 10:33:12.193, [N/A], [N/A], 203 MiB, 81920 MiB, 93.53 W
2026/08/03 10:33:12.195, [N/A], [N/A], 203 MiB, 81920 MiB, 90.92 W
2026/08/03 10:33:12.197, [N/A], [N/A], 203 MiB, 81920 MiB, 95.38 W
2026/08/03 10:33:12.199, 96 %, 86 %, 15821 MiB, 81920 MiB, 299.33 W
2026/08/03 10:33:42.200, [N/A], [N/A], 237 MiB, 81920 MiB, 93.99 W
2026/08/03 10:33:42.235, [N/A], [N/A], 237 MiB, 81920 MiB, 94.91 W
2026/08/03 10:33:42.246, [N/A], [N/A], 203 MiB, 81920 MiB, 92.64 W
2026/08/03 10:33:42.248, [N/A], [N/A], 203 MiB, 81920 MiB, 90.42 W
2026/08/03 10:33:42.250, [N/A], [N/A], 203 MiB, 81920 MiB, 92.75 W
2026/08/03 10:33:42.252, 92 %, 78 %, 15821 MiB, 81920 MiB, 293.96 W
2026/08/03 10:34:12.253, [N/A], [N/A], 237 MiB, 81920 MiB, 93.50 W
2026/08/03 10:34:12.286, [N/A], [N/A], 237 MiB, 81920 MiB, 94.36 W
2026/08/03 10:34:12.303, [N/A], [N/A], 203 MiB, 81920 MiB, 91.96 W
2026/08/03 10:34:12.305, [N/A], [N/A], 203 MiB, 81920 MiB, 90.04 W
2026/08/03 10:34:12.307, [N/A], [N/A], 203 MiB, 81920 MiB, 93.06 W
2026/08/03 10:34:12.309, 86 %, 64 %, 15821 MiB, 81920 MiB, 280.83 W
2026/08/03 10:34:42.310, [N/A], [N/A], 237 MiB, 81920 MiB, 96.55 W
2026/08/03 10:34:42.343, [N/A], [N/A], 237 MiB, 81920 MiB, 94.36 W
2026/08/03 10:34:42.362, [N/A], [N/A], 203 MiB, 81920 MiB, 91.45 W
2026/08/03 10:34:42.364, [N/A], [N/A], 203 MiB, 81920 MiB, 89.73 W
2026/08/03 10:34:42.368, [N/A], [N/A], 203 MiB, 81920 MiB, 92.26 W
2026/08/03 10:34:42.370, 92 %, 78 %, 15821 MiB, 81920 MiB, 303.49 W
2026/08/03 10:35:12.371, [N/A], [N/A], 237 MiB, 81920 MiB, 96.44 W
2026/08/03 10:35:12.404, [N/A], [N/A], 237 MiB, 81920 MiB, 94.15 W
2026/08/03 10:35:12.422, [N/A], [N/A], 203 MiB, 81920 MiB, 91.16 W
2026/08/03 10:35:12.425, [N/A], [N/A], 203 MiB, 81920 MiB, 92.89 W
2026/08/03 10:35:12.427, [N/A], [N/A], 203 MiB, 81920 MiB, 92.29 W
2026/08/03 10:35:12.434, 96 %, 86 %, 15821 MiB, 81920 MiB, 296.81 W
2026/08/03 10:35:42.434, [N/A], [N/A], 237 MiB, 81920 MiB, 95.48 W
2026/08/03 10:35:42.469, [N/A], [N/A], 237 MiB, 81920 MiB, 93.93 W
2026/08/03 10:35:42.479, [N/A], [N/A], 203 MiB, 81920 MiB, 91.06 W
2026/08/03 10:35:42.481, [N/A], [N/A], 203 MiB, 81920 MiB, 92.77 W
2026/08/03 10:35:42.483, [N/A], [N/A], 203 MiB, 81920 MiB, 92.16 W
2026/08/03 10:35:42.485, 100 %, 93 %, 15821 MiB, 81920 MiB, 308.17 W
2026/08/03 10:36:12.486, [N/A], [N/A], 237 MiB, 81920 MiB, 95.20 W
2026/08/03 10:36:12.522, [N/A], [N/A], 237 MiB, 81920 MiB, 93.57 W
2026/08/03 10:36:12.524, [N/A], [N/A], 203 MiB, 81920 MiB, 90.96 W
2026/08/03 10:36:12.531, [N/A], [N/A], 203 MiB, 81920 MiB, 92.89 W
2026/08/03 10:36:12.533, [N/A], [N/A], 203 MiB, 81920 MiB, 92.62 W
2026/08/03 10:36:12.535, 92 %, 79 %, 15821 MiB, 81920 MiB, 297.89 W
2026/08/03 10:36:42.535, [N/A], [N/A], 237 MiB, 81920 MiB, 96.31 W
2026/08/03 10:36:42.569, [N/A], [N/A], 237 MiB, 81920 MiB, 93.77 W
2026/08/03 10:36:42.600, [N/A], [N/A], 203 MiB, 81920 MiB, 90.67 W
2026/08/03 10:36:42.602, [N/A], [N/A], 203 MiB, 81920 MiB, 92.80 W
2026/08/03 10:36:42.604, [N/A], [N/A], 203 MiB, 81920 MiB, 92.54 W
2026/08/03 10:36:42.606, 85 %, 66 %, 15821 MiB, 81920 MiB, 280.15 W
2026/08/03 10:37:12.607, [N/A], [N/A], 237 MiB, 81920 MiB, 96.18 W
2026/08/03 10:37:12.640, [N/A], [N/A], 237 MiB, 81920 MiB, 93.86 W
2026/08/03 10:37:12.659, [N/A], [N/A], 203 MiB, 81920 MiB, 90.58 W
2026/08/03 10:37:12.662, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 10:37:12.664, [N/A], [N/A], 203 MiB, 81920 MiB, 92.19 W
2026/08/03 10:37:12.666, 92 %, 79 %, 15821 MiB, 81920 MiB, 306.10 W
2026/08/03 10:37:42.666, [N/A], [N/A], 237 MiB, 81920 MiB, 96.17 W
2026/08/03 10:37:42.700, [N/A], [N/A], 237 MiB, 81920 MiB, 93.38 W
2026/08/03 10:37:42.706, [N/A], [N/A], 203 MiB, 81920 MiB, 90.60 W
2026/08/03 10:37:42.709, [N/A], [N/A], 203 MiB, 81920 MiB, 92.70 W
2026/08/03 10:37:42.711, [N/A], [N/A], 203 MiB, 81920 MiB, 92.40 W
2026/08/03 10:37:42.713, 96 %, 86 %, 15821 MiB, 81920 MiB, 299.13 W
2026/08/03 10:38:12.714, [N/A], [N/A], 237 MiB, 81920 MiB, 95.97 W
2026/08/03 10:38:12.716, [N/A], [N/A], 237 MiB, 81920 MiB, 93.48 W
2026/08/03 10:38:12.718, [N/A], [N/A], 203 MiB, 81920 MiB, 90.50 W
2026/08/03 10:38:12.721, [N/A], [N/A], 203 MiB, 81920 MiB, 92.54 W
2026/08/03 10:38:12.723, [N/A], [N/A], 203 MiB, 81920 MiB, 92.26 W
2026/08/03 10:38:12.725, 100 %, 93 %, 15821 MiB, 81920 MiB, 306.70 W
2026/08/03 10:38:42.725, [N/A], [N/A], 237 MiB, 81920 MiB, 96.24 W
2026/08/03 10:38:42.730, [N/A], [N/A], 237 MiB, 81920 MiB, 93.77 W
2026/08/03 10:38:42.733, [N/A], [N/A], 203 MiB, 81920 MiB, 90.57 W
2026/08/03 10:38:42.735, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 10:38:42.737, [N/A], [N/A], 203 MiB, 81920 MiB, 92.04 W
2026/08/03 10:38:42.740, 93 %, 77 %, 15821 MiB, 81920 MiB, 298.25 W
2026/08/03 10:39:12.740, [N/A], [N/A], 237 MiB, 81920 MiB, 96.04 W
2026/08/03 10:39:12.774, [N/A], [N/A], 237 MiB, 81920 MiB, 93.38 W
2026/08/03 10:39:12.778, [N/A], [N/A], 203 MiB, 81920 MiB, 90.56 W
2026/08/03 10:39:12.780, [N/A], [N/A], 203 MiB, 81920 MiB, 92.70 W
2026/08/03 10:39:12.782, [N/A], [N/A], 203 MiB, 81920 MiB, 92.28 W
2026/08/03 10:39:12.784, 85 %, 66 %, 15821 MiB, 81920 MiB, 282.19 W
2026/08/03 10:39:42.785, [N/A], [N/A], 237 MiB, 81920 MiB, 96.14 W
2026/08/03 10:39:42.819, [N/A], [N/A], 237 MiB, 81920 MiB, 93.40 W
2026/08/03 10:39:42.839, [N/A], [N/A], 203 MiB, 81920 MiB, 90.57 W
2026/08/03 10:39:42.842, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 10:39:42.844, [N/A], [N/A], 203 MiB, 81920 MiB, 91.97 W
2026/08/03 10:39:42.850, 92 %, 79 %, 15821 MiB, 81920 MiB, 305.33 W
2026/08/03 10:40:12.851, [N/A], [N/A], 237 MiB, 81920 MiB, 96.25 W
2026/08/03 10:40:12.853, [N/A], [N/A], 237 MiB, 81920 MiB, 93.77 W
2026/08/03 10:40:12.856, [N/A], [N/A], 203 MiB, 81920 MiB, 90.50 W
2026/08/03 10:40:12.858, [N/A], [N/A], 203 MiB, 81920 MiB, 92.70 W
2026/08/03 10:40:12.860, [N/A], [N/A], 203 MiB, 81920 MiB, 91.57 W
2026/08/03 10:40:12.862, 96 %, 86 %, 15821 MiB, 81920 MiB, 298.46 W
2026/08/03 10:40:42.863, [N/A], [N/A], 237 MiB, 81920 MiB, 96.15 W
2026/08/03 10:40:42.865, [N/A], [N/A], 237 MiB, 81920 MiB, 93.18 W
2026/08/03 10:40:42.869, [N/A], [N/A], 203 MiB, 81920 MiB, 90.56 W
2026/08/03 10:40:42.871, [N/A], [N/A], 203 MiB, 81920 MiB, 92.50 W
2026/08/03 10:40:42.873, [N/A], [N/A], 203 MiB, 81920 MiB, 92.04 W
2026/08/03 10:40:42.875, 100 %, 93 %, 15821 MiB, 81920 MiB, 306.99 W
2026/08/03 10:41:12.876, [N/A], [N/A], 237 MiB, 81920 MiB, 96.05 W
2026/08/03 10:41:12.878, [N/A], [N/A], 237 MiB, 81920 MiB, 93.48 W
2026/08/03 10:41:12.881, [N/A], [N/A], 203 MiB, 81920 MiB, 90.47 W
2026/08/03 10:41:12.883, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 10:41:12.885, [N/A], [N/A], 203 MiB, 81920 MiB, 92.55 W
2026/08/03 10:41:12.887, 91 %, 78 %, 15821 MiB, 81920 MiB, 289.99 W
2026/08/03 10:41:42.888, [N/A], [N/A], 237 MiB, 81920 MiB, 96.36 W
2026/08/03 10:41:42.933, [N/A], [N/A], 237 MiB, 81920 MiB, 93.67 W
2026/08/03 10:41:42.935, [N/A], [N/A], 203 MiB, 81920 MiB, 90.56 W
2026/08/03 10:41:42.937, [N/A], [N/A], 203 MiB, 81920 MiB, 92.70 W
2026/08/03 10:41:42.939, [N/A], [N/A], 203 MiB, 81920 MiB, 92.70 W
2026/08/03 10:41:42.941, 85 %, 66 %, 15821 MiB, 81920 MiB, 280.07 W
2026/08/03 10:42:12.942, [N/A], [N/A], 237 MiB, 81920 MiB, 96.15 W
2026/08/03 10:42:12.976, [N/A], [N/A], 237 MiB, 81920 MiB, 93.67 W
2026/08/03 10:42:12.998, [N/A], [N/A], 203 MiB, 81920 MiB, 90.57 W
2026/08/03 10:42:13.000, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 10:42:13.003, [N/A], [N/A], 203 MiB, 81920 MiB, 92.26 W
2026/08/03 10:42:13.006, 92 %, 79 %, 15821 MiB, 81920 MiB, 305.64 W
2026/08/03 10:42:43.006, [N/A], [N/A], 237 MiB, 81920 MiB, 96.08 W
2026/08/03 10:42:43.041, [N/A], [N/A], 237 MiB, 81920 MiB, 93.86 W
2026/08/03 10:42:43.043, [N/A], [N/A], 203 MiB, 81920 MiB, 90.48 W
2026/08/03 10:42:43.046, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 10:42:43.048, [N/A], [N/A], 203 MiB, 81920 MiB, 92.07 W
2026/08/03 10:42:43.051, 96 %, 86 %, 15821 MiB, 81920 MiB, 297.75 W
2026/08/03 10:43:13.052, [N/A], [N/A], 237 MiB, 81920 MiB, 96.18 W
2026/08/03 10:43:13.086, [N/A], [N/A], 237 MiB, 81920 MiB, 93.45 W
2026/08/03 10:43:13.105, [N/A], [N/A], 203 MiB, 81920 MiB, 90.57 W
2026/08/03 10:43:13.108, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 10:43:13.112, [N/A], [N/A], 203 MiB, 81920 MiB, 91.72 W
2026/08/03 10:43:13.116, 100 %, 93 %, 15821 MiB, 81920 MiB, 306.03 W
2026/08/03 10:43:43.117, [N/A], [N/A], 237 MiB, 81920 MiB, 96.04 W
2026/08/03 10:43:43.150, [N/A], [N/A], 237 MiB, 81920 MiB, 93.57 W
2026/08/03 10:43:43.153, [N/A], [N/A], 203 MiB, 81920 MiB, 90.58 W
2026/08/03 10:43:43.156, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 10:43:43.158, [N/A], [N/A], 203 MiB, 81920 MiB, 92.17 W
2026/08/03 10:43:43.161, 96 %, 85 %, 15821 MiB, 81920 MiB, 302.82 W
2026/08/03 10:44:13.162, [N/A], [N/A], 237 MiB, 81920 MiB, 96.28 W
2026/08/03 10:44:13.164, [N/A], [N/A], 237 MiB, 81920 MiB, 93.57 W
2026/08/03 10:44:13.166, [N/A], [N/A], 203 MiB, 81920 MiB, 90.56 W
2026/08/03 10:44:13.168, [N/A], [N/A], 203 MiB, 81920 MiB, 92.79 W
2026/08/03 10:44:13.171, [N/A], [N/A], 203 MiB, 81920 MiB, 91.90 W
2026/08/03 10:44:13.173, 85 %, 66 %, 15821 MiB, 81920 MiB, 278.30 W
2026/08/03 10:44:43.173, [N/A], [N/A], 237 MiB, 81920 MiB, 96.48 W
2026/08/03 10:44:43.176, [N/A], [N/A], 237 MiB, 81920 MiB, 94.23 W
2026/08/03 10:44:43.178, [N/A], [N/A], 203 MiB, 81920 MiB, 90.58 W
2026/08/03 10:44:43.180, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 10:44:43.182, [N/A], [N/A], 203 MiB, 81920 MiB, 91.74 W
2026/08/03 10:44:43.187, 92 %, 79 %, 15821 MiB, 81920 MiB, 305.24 W
2026/08/03 10:45:13.188, [N/A], [N/A], 237 MiB, 81920 MiB, 96.34 W
2026/08/03 10:45:13.190, [N/A], [N/A], 237 MiB, 81920 MiB, 93.64 W
2026/08/03 10:45:13.193, [N/A], [N/A], 203 MiB, 81920 MiB, 90.57 W
2026/08/03 10:45:13.195, [N/A], [N/A], 203 MiB, 81920 MiB, 92.79 W
2026/08/03 10:45:13.197, [N/A], [N/A], 203 MiB, 81920 MiB, 92.09 W
2026/08/03 10:45:13.199, 96 %, 86 %, 15821 MiB, 81920 MiB, 308.66 W
2026/08/03 10:45:43.200, [N/A], [N/A], 237 MiB, 81920 MiB, 96.37 W
2026/08/03 10:45:43.202, [N/A], [N/A], 237 MiB, 81920 MiB, 93.38 W
2026/08/03 10:45:43.204, [N/A], [N/A], 203 MiB, 81920 MiB, 90.37 W
2026/08/03 10:45:43.206, [N/A], [N/A], 203 MiB, 81920 MiB, 92.70 W
2026/08/03 10:45:43.209, [N/A], [N/A], 203 MiB, 81920 MiB, 92.39 W
2026/08/03 10:45:43.211, 100 %, 93 %, 15821 MiB, 81920 MiB, 305.83 W
2026/08/03 10:46:13.211, [N/A], [N/A], 237 MiB, 81920 MiB, 96.07 W
2026/08/03 10:46:13.214, [N/A], [N/A], 237 MiB, 81920 MiB, 93.77 W
2026/08/03 10:46:13.216, [N/A], [N/A], 203 MiB, 81920 MiB, 90.48 W
2026/08/03 10:46:13.218, [N/A], [N/A], 203 MiB, 81920 MiB, 92.70 W
2026/08/03 10:46:13.220, [N/A], [N/A], 203 MiB, 81920 MiB, 91.60 W
2026/08/03 10:46:13.222, 92 %, 79 %, 15821 MiB, 81920 MiB, 271.43 W
2026/08/03 10:46:43.223, [N/A], [N/A], 237 MiB, 81920 MiB, 96.06 W
2026/08/03 10:46:43.257, [N/A], [N/A], 237 MiB, 81920 MiB, 93.48 W
2026/08/03 10:46:43.290, [N/A], [N/A], 203 MiB, 81920 MiB, 90.67 W
2026/08/03 10:46:43.293, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 10:46:43.295, [N/A], [N/A], 203 MiB, 81920 MiB, 92.30 W
2026/08/03 10:46:43.298, 85 %, 66 %, 15821 MiB, 81920 MiB, 279.35 W
2026/08/03 10:47:13.299, [N/A], [N/A], 237 MiB, 81920 MiB, 96.07 W
2026/08/03 10:47:13.333, [N/A], [N/A], 237 MiB, 81920 MiB, 93.86 W
2026/08/03 10:47:13.351, [N/A], [N/A], 203 MiB, 81920 MiB, 90.58 W
2026/08/03 10:47:13.354, [N/A], [N/A], 203 MiB, 81920 MiB, 92.70 W
2026/08/03 10:47:13.357, [N/A], [N/A], 203 MiB, 81920 MiB, 91.82 W
2026/08/03 10:47:13.359, 92 %, 79 %, 15821 MiB, 81920 MiB, 304.40 W
2026/08/03 10:47:43.360, [N/A], [N/A], 237 MiB, 81920 MiB, 96.37 W
2026/08/03 10:47:43.395, [N/A], [N/A], 237 MiB, 81920 MiB, 93.38 W
2026/08/03 10:47:43.425, [N/A], [N/A], 203 MiB, 81920 MiB, 90.56 W
2026/08/03 10:47:43.429, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 10:47:43.431, [N/A], [N/A], 203 MiB, 81920 MiB, 92.19 W
2026/08/03 10:47:43.433, 96 %, 86 %, 15821 MiB, 81920 MiB, 292.03 W
2026/08/03 10:48:13.434, [N/A], [N/A], 237 MiB, 81920 MiB, 96.15 W
2026/08/03 10:48:13.468, [N/A], [N/A], 237 MiB, 81920 MiB, 93.60 W
2026/08/03 10:48:13.483, [N/A], [N/A], 203 MiB, 81920 MiB, 90.47 W
2026/08/03 10:48:13.487, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 10:48:13.489, [N/A], [N/A], 203 MiB, 81920 MiB, 92.16 W
2026/08/03 10:48:13.491, 70 %, 63 %, 15821 MiB, 81920 MiB, 318.46 W
2026/08/03 10:48:43.492, [N/A], [N/A], 237 MiB, 81920 MiB, 96.05 W
2026/08/03 10:48:43.532, [N/A], [N/A], 237 MiB, 81920 MiB, 93.11 W
2026/08/03 10:48:43.566, [N/A], [N/A], 203 MiB, 81920 MiB, 90.67 W
2026/08/03 10:48:43.583, [N/A], [N/A], 203 MiB, 81920 MiB, 92.60 W
2026/08/03 10:48:43.587, [N/A], [N/A], 203 MiB, 81920 MiB, 92.10 W
2026/08/03 10:48:43.590, 92 %, 79 %, 15821 MiB, 81920 MiB, 307.47 W
